=> 2-grams:
al corriente de: 5 
Santa Bofia de: 5 
Bofia de la: 5 
que trató de: 5 
la mano con: 5 
desde el día: 5 
de que ya: 5 
Aureliano Buendía estaba: 5 
la conclusión de: 5 
conclusión de que: 5 
las cartas de: 5 
que habían sido: 5 
y vio el: 5 
en el comedor: 5 
se encerró en: 5 
encerró en el: 5 
apareció en la: 5 
de una casa: 5 
pescaditos de oro.: 5 
un sentimiento de: 5 
y él se: 5 
como lo había: 5 
de que Aureliano: 5 
en más de: 5 
de veinte años: 5 
el trabajo de: 5 
se lo dijo: 5 
de que él: 5 
no era un: 5 
con cola de: 5 
por los tiempos: 5 
El general Moneada: 5 
y de la: 5 
comandante de la: 5 
a Dios que: 5 
la penumbra de: 5 
le dijo al: 5 
le dijo que: 5 
al fin y: 5 
que sin embargo: 5 
sino por la: 5 
Aureliano Buendía fue: 5 
con la muerte: 5 
el corazón de: 5 
fue la única: 5 
tantos años de: 5 
antes de las: 5 
allá de la: 5 
que le habían: 5 
de los antiguos: 5 
J osé Arcadio: 5 
en sus últimos: 5 
el cadáver de: 5 
cuando Aureliano Segundo: 5 
de alas de: 5 
no sólo para: 5 
una de las: 5 
Pero Aureliano Segundo: 5 
Petra Cotes y: 5 
que le dio: 5 
que la vida: 5 
en el patio.: 5 
San José de: 5 
pasaba la lluvia.: 5 
Arcadio Segundo en: 5 
y a veces: 5 
capa de armiño: 5 
a Remedios la: 5 
la versión de: 5 
de la parranda: 5 
en darse cuenta: 5 
que Fernanda se: 5 
era lo que: 5 
con el tiempo: 5 
primera vez desde: 5 
de los Aurelianos: 5 
a su madre: 5 
Cada vez que: 5 
hijos del coronel: 5 
con el mundo: 5 
a merced de: 5 
exterminio de los: 5 
en la penumbra: 5 
de Fernanda y: 5 
de que Amaranta: 5 
daba cuenta de: 5 
cortinas de terciopelo: 5 
por la ansiedad: 5 
el día siguiente: 5 
muerte de Amaranta: 5 
sino que le: 5 
no haber sido: 5 
haber sido por: 5 
Petra Cotes lo: 5 
en un tren: 5 
compañía bananera y: 5 
de los pergaminos: 5 
la librería del: 5 
de los sabios: 4 
de la naturaleza: 4 
palmo a palmo: 4 
con todas sus: 4 
Cuando José Arcadio: 4 
y los cuatro: 4 
a la entrada: 4 
la gente se: 4 
al alcance de: 4 
en mitad de: 4 
una vida de: 4 
que ella había: 4 
la cama en: 4 
a la capital: 4 
a su propio: 4 
la hora del: 4 
se sentó a: 4 
la cabecera de: 4 
cabecera de la: 4 
no se dejó: 4 
del pueblo y: 4 
le hizo un: 4 
Úrsula en cambio: 4 
la fabricación de: 4 
de aceite de: 4 
con toda clase: 4 
fue a la: 4 
que de la: 4 
a comer en: 4 
la casa sino: 4 
la de su: 4 
desde el amanecer: 4 
de las casas: 4 
llegó a ser: 4 
tribu de Melquíades: 4 
sorprendió de que: 4 
que se habían: 4 
un hombre de: 4 
a duras penas: 4 
contacto con los: 4 
decía José Arcadio: 4 
a sus hombres: 4 
nada más que: 4 
Aureliano Buendía volvió: 4 
Buendía volvió a: 4 
no había sido: 4 
a las mujeres: 4 
mujeres de la: 4 
supo en qué: 4 
y él le: 4 
la promesa de: 4 
En vez de: 4 
y vio a: 4 
a la deriva: 4 
ojos se le: 4 
de su padre.: 4 
el rostro de: 4 
que el pequeño: 4 
a la cocina: 4 
lo interpretó como: 4 
de sus hijos: 4 
en parte porque: 4 
y en parte: 4 
en sus propias: 4 
desde la tarde: 4 
leer y escribir: 4 
la memoria de: 4 
que muchos años: 4 
que una vez: 4 
de la memoria: 4 
en el lugar: 4 
puso la mano: 4 
para que sus: 4 
que sus hijos: 4 
le prestó atención.: 4 
tanto con el: 4 
la ventana del: 4 
a su mujer: 4 
cada vez que: 4 
hasta la muerte: 4 
pueblos de la: 4 
temor de que: 4 
año después de: 4 
dijo ella .: 4 
Arcadio Buendía le: 4 
la fuerza de: 4 
la decisión de: 4 
hasta el amanecer: 4 
Una noche en: 4 
a Prudencio Aguilar: 4 
a ver a: 4 
ni José Arcadio: 4 
dijo . Nos: 4 
confiando en que: 4 
en esa forma: 4 
en una hamaca: 4 
mayor parte del: 4 
que tuvo en: 4 
de que nunca: 4 
de su esposo: 4 
en los oficios: 4 
de su hijo.: 4 
la casa como: 4 
un reguero de: 4 
que tenía un: 4 
y que lo: 4 
a buscarla a: 4 
En ese momento: 4 
la volvió a: 4 
después de un: 4 
de un modo: 4 
le pidió que: 4 
que tenía que: 4 
y salió a: 4 
instante en que: 4 
que le faltaba: 4 
que no fuera: 4 
la ropa y: 4 
y al revés: 4 
que estaba haciendo: 4 
nunca se había: 4 
a los catorce: 4 
los catorce años: 4 
la tierra y: 4 
a través del: 4 
tenía nada que: 4 
nada que ver: 4 
miedo a la: 4 
en los últimos: 4 
la oscuridad y: 4 
sin que él: 4 
dijo . Si: 4 
que muy pronto: 4 
en la soledad.: 4 
a Úrsula en: 4 
en una ocasión: 4 
Antes de que: 4 
cuenta de la: 4 
que no estaba: 4 
no estaba en: 4 
En el cuarto: 4 
la cocina para: 4 
comprendió que la: 4 
pero no consiguió: 4 
como de costumbre: 4 
casa de Pilar: 4 
mujer más bella: 4 
había visto en: 4 
que se encontraba: 4 
y se había: 4 
con una sonrisa: 4 
a la cama.: 4 
en un manantial: 4 
por la boca: 4 
noche del sábado: 4 
se fue con: 4 
había dado la: 4 
tenía tiempo de: 4 
las ocho de: 4 
ocho de la: 4 
Pilar Ternera se: 4 
su hermano y: 4 
otra vez en: 4 
la facultad de: 4 
el regreso de: 4 
casa de sus: 4 
la condición de: 4 
Arcadio y Amaranta: 4 
de los primeros: 4 
que desde la: 4 
por guacamayas y: 4 
que en las: 4 
años después cuando: 4 
casas de madera: 4 
el arte de: 4 
arte de la: 4 
que en poco: 4 
pero en cambio: 4 
de Arcadio y: 4 
le decía Úrsula: 4 
Úrsula a su: 4 
Desde el momento: 4 
el dedo en: 4 
lo que le: 4 
tiempo antes de: 4 
no se había: 4 
y le daba: 4 
que tenía una: 4 
en el cual: 4 
de la infancia: 4 
el nombre y: 4 
las cosas y: 4 
vueltas en la: 4 
día de su: 4 
hora de acostarse: 4 
sino que los: 4 
de la cocina: 4 
con el cuello: 4 
cuello de la: 4 
a la niña: 4 
que el hombre: 4 
un grande esfuerzo: 4 
modo que el: 4 
horas y horas: 4 
límites de la: 4 
gallo capón y: 4 
el narrador decía: 4 
narrador decía que: 4 
decía que no: 4 
había pedido que: 4 
sino que si: 4 
que si querían: 4 
poblaciones de la: 4 
así como se: 4 
la boca y: 4 
de la población.: 4 
nadie volvió a: 4 
había puesto un: 4 
a vivir en: 4 
y desde el: 4 
en la vida.: 4 
de la existencia: 4 
y antes de: 4 
con el pelo: 4 
de la cabeza: 4 
de su destino.: 4 
las predicciones de: 4 
de que fuera: 4 
en los pueblos: 4 
los pueblos de: 4 
y le pidió: 4 
le pidió a: 4 
a Aureliano que: 4 
se había quedado: 4 
le daba a: 4 
se había ido: 4 
de una vez: 4 
Había llegado a: 4 
para que nunca: 4 
la luz y: 4 
más grande que: 4 
la fachada de: 4 
llegado a Macondo: 4 
Hotel de Jacob: 4 
y al día: 4 
en la pared: 4 
que todas las: 4 
en la gaveta: 4 
la impavidez de: 4 
y sin que: 4 
la gente que: 4 
a don Apolinar: 4 
era cosa de: 4 
en la guerra.: 4 
que los soldados: 4 
Rebeca y Amaranta: 4 
a la de: 4 
la pianola y: 4 
a la sala: 4 
renunció a la: 4 
en la fecha: 4 
las artes de: 4 
se prolongó hasta: 4 
prolongó hasta el: 4 
que estaba en: 4 
la puerta con: 4 
que se atrevió: 4 
hasta la puerta: 4 
a su cuarto: 4 
con la cara: 4 
el gusto de: 4 
cal de las: 4 
en el corazón.: 4 
por el pueblo: 4 
voz baja .: 4 
de las polillas: 4 
a las cuatro: 4 
en el jardín: 4 
en un estado: 4 
la espalda y: 4 
en un cuarto: 4 
que se quedó: 4 
de las barajas.: 4 
Aureliano en la: 4 
hasta que su: 4 
que era la: 4 
a sí misma: 4 
la noche de: 4 
Pocos meses después: 4 
de su regreso: 4 
a las preguntas: 4 
un vaso de: 4 
por el polvo: 4 
el aspecto de: 4 
que por supuesto: 4 
que poco a: 4 
las setenta y: 4 
Amaranta se sintió: 4 
estaba dispuesta a: 4 
Aureliano por su: 4 
todas las tardes: 4 
la amenaza de: 4 
el recuerdo de: 4 
por un momento: 4 
No volvió a: 4 
que entró en: 4 
de que también: 4 
dentro de la: 4 
había terminado por: 4 
a los muertos: 4 
y que entonces: 4 
una máquina de: 4 
el transcurso del: 4 
que no tuvo: 4 
con el resto: 4 
la casa cuando: 4 
pidió ayuda a: 4 
de la adolescencia: 4 
los pormenores de: 4 
había de llevar: 4 
casa y la: 4 
ni siquiera cuando: 4 
el cobertizo de: 4 
del sábado y: 4 
se dispuso a: 4 
en torno al: 4 
al mismo tiempo.: 4 
habló de la: 4 
A partir de: 4 
no había tenido: 4 
Pietro Crespi le: 4 
hacía falta para: 4 
a perder la: 4 
había llevado a: 4 
llevado a la: 4 
con él en: 4 
de Aureliano José: 4 
la mayoría de: 4 
no fuera para: 4 
daguerrotipo de Remedios: 4 
que ya se: 4 
Úrsula en la: 4 
el mesón de: 4 
en el término: 4 
una fracción de: 4 
fracción de segundo: 4 
extremo de que: 4 
el calor de: 4 
calor de la: 4 
en una noche: 4 
la vuelta al: 4 
no tenía un: 4 
por la espalda: 4 
barrio de tolerancia: 4 
la mesa como: 4 
tuvo que hacer: 4 
José Arcadio había: 4 
de Pietro Crespi.: 4 
a uno de: 4 
tanto con la: 4 
como si hubieran: 4 
veces en la: 4 
la realidad y: 4 
del mundo y: 4 
A pesar del: 4 
punto de vista: 4 
en ese momento: 4 
de las elecciones: 4 
de más de: 4 
de la misma: 4 
dijo . Se: 4 
a la guerra: 4 
no eran más: 4 
eran más que: 4 
a un lado: 4 
no sólo por: 4 
a la ventana: 4 
en el bolsillo: 4 
por esos días: 4 
la inminencia de: 4 
de la tarde.: 4 
el milagro de: 4 
dos semanas después: 4 
y con su: 4 
Gerineldo Márquez no: 4 
la Orden del: 4 
por el gobierno: 4 
los pescaditos de: 4 
casi veinte años: 4 
en el pecho: 4 
el pecho y: 4 
antes de morir: 4 
por las calles: 4 
cuarto de la: 4 
la primera en: 4 
Se sintió tan: 4 
noticias de la: 4 
Pietro Crespi en: 4 
y era un: 4 
y todos los: 4 
él no se: 4 
volvió a su: 4 
que iban a: 4 
todo el pueblo: 4 
y que había: 4 
que lo hizo: 4 
se ocupó de: 4 
y se le: 4 
Al contrario de: 4 
el esplendor de: 4 
que de costumbre: 4 
a la escuela: 4 
salón de clases: 4 
de toda la: 4 
porque tenía la: 4 
escopeta de dos: 4 
que a veces: 4 
y casi siempre: 4 
la casa pero: 4 
títulos de propiedad: 4 
con el dinero: 4 
el dinero de: 4 
enteró de que: 4 
llegó a Macondo: 4 
Aureliano Buendía a: 4 
por el coronel: 4 
uno de ellos: 4 
casa y se: 4 
dijo el capitán: 4 
por qué había: 4 
a esa hora: 4 
la incertidumbre del: 4 
¡Viva el partido: 4 
el partido liberal!: 4 
de la rebelión: 4 
condenado a muerte: 4 
a Aureliano José: 4 
con las manos: 4 
con la venda: 4 
Úrsula para que: 4 
Gerineldo Márquez que: 4 
cuando se fue: 4 
mismo tiempo que: 4 
que entró al: 4 
otra vez la: 4 
que había llevado: 4 
por el dolor: 4 
pensando en él: 4 
las cinco de: 4 
cinco de la: 4 
en otra época: 4 
a las cinco: 4 
creyó que era: 4 
la calle con: 4 
de una semana: 4 
que a la: 4 
Aureliano Buendía lo: 4 
todo el país: 4 
la muerte del: 4 
meses después cuando: 4 
Un año después: 4 
la sombra de: 4 
pero no había: 4 
tal vez el: 4 
Tan pronto como: 4 
de la puerta: 4 
a la derecha: 4 
no había estado: 4 
en los meses: 4 
de las ventanas: 4 
su lecho de: 4 
el tiempo se: 4 
de negro que: 4 
el patio con: 4 
Dos días después: 4 
en todo caso: 4 
que Úrsula le: 4 
miembro de la: 4 
dos o tres: 4 
Gerineldo Márquez le: 4 
con él y: 4 
no tanto por: 4 
creyendo que era: 4 
se volvió a: 4 
las puertas y: 4 
le llamó la: 4 
llamó la atención: 4 
tenía la virtud: 4 
la virtud de: 4 
que el otro: 4 
por los rincones: 4 
Se dio cuenta: 4 
que había llegado: 4 
por más de: 4 
muchos años antes: 4 
José Raquel Moneada: 4 
vez en que: 4 
con un cierto: 4 
por el padre: 4 
se resistía a: 4 
lo vio entrar: 4 
después del regreso: 4 
no pudo reprimir: 4 
hora y en: 4 
máquina de manivela: 4 
y ella misma: 4 
un aire de: 4 
de la cual: 4 
a la primera: 4 
capitán Aquiles Ricardo: 4 
la casa donde: 4 
que era en: 4 
el estado de: 4 
mientras no se: 4 
más de un: 4 
se había hecho: 4 
Aureliano Buendía con: 4 
a Macondo y: 4 
penumbra de la: 4 
la oportunidad de: 4 
porque al fin: 4 
otro extremo de: 4 
de agua de: 4 
la sala para: 4 
ya no podía: 4 
la bella que: 4 
por el peso: 4 
casa de la: 4 
estuvieron a punto: 4 
en la soledad: 4 
el mismo lugar: 4 
envuelto en la: 4 
en la manta: 4 
de la gloria: 4 
convertido en un: 4 
en plena guerra: 4 
de oro con: 4 
le hizo la: 4 
otra vez las: 4 
sentó en el: 4 
en que él: 4 
de que una: 4 
en su propia: 4 
José Arcadio cuando: 4 
sino en la: 4 
vez que lo: 4 
de tantos años: 4 
de la nostalgia: 4 
las siete de: 4 
siete de la: 4 
que habían de: 4 
del tratado de: 4 
el mundo que: 4 
joven comandante de: 4 
Aureliano Segundo había: 4 
historia de la: 4 
Aureliano Segundo a: 4 
Aureliano Segundo estaba: 4 
la historia de: 4 
sombrero de alas: 4 
alas de cuervo: 4 
reconoció de inmediato: 4 
de sangre y: 4 
al padre Antonio: 4 
día de la: 4 
par de zapatos: 4 
con su hermano: 4 
en la infancia: 4 
con un marido: 4 
para el amor.: 4 
Sin embargo cuando: 4 
de Aureliano Segundo.: 4 
Arcadio Segundo que: 4 
la vida es: 4 
en que Aureliano: 4 
la calle para: 4 
José de yeso: 4 
los últimos años: 4 
en lugar de: 4 
tres sacos de: 4 
era más que: 4 
en el delirio: 4 
los que se: 4 
de plata y: 4 
la bella se: 4 
la bella no: 4 
por eso que: 4 
sin saber que: 4 
el acto de: 4 
en los ojos: 4 
al atardecer y: 4 
la música y: 4 
con su padre: 4 
y no volvió: 4 
Aureliano Segundo volvió: 4 
que las cosas: 4 
manteles de lino: 4 
bacinilla de oro: 4 
y de que: 4 
el servicio de: 4 
el aturdimiento de: 4 
sobre la tierra: 4 
la familia que: 4 
y que estaban: 4 
peso de los: 4 
de la calle.: 4 
de la antigua: 4 
con la piel: 4 
llamó a la: 4 
se estremeció con: 4 
en cualquier parte: 4 
de ceniza en: 4 
ceniza en la: 4 
sus últimos años: 4 
el amor de: 4 
y en los: 4 
a ciencia cierta: 4 
a las once: 4 
no había un: 4 
en el tren: 4 
las mesas de: 4 
se interpretaban los: 4 
interpretaban los sueños: 4 
modo que se: 4 
y para que: 4 
que los forasteros: 4 
desde mucho antes: 4 
las manos y: 4 
en el instante: 4 
y se dio: 4 
que una mujer: 4 
encontró de pronto: 4 
dentro de un: 4 
le había ocurrido: 4 
el tiempo que: 4 
de su edad: 4 
muy pronto se: 4 
y de las: 4 
vez en la: 4 
a la esposa: 4 
de la concubina: 4 
Petra Cotes no: 4 
su hermano gemelo: 4 
Segundo en el: 4 
En las primeras: 4 
y dos bacinillas: 4 
de sí mismo: 4 
de la semana: 4 
le indicó que: 4 
en el traspatio: 4 
el traspatio y: 4 
de Amaranta Úrsula.: 4 
En los primeros: 4 
más de dos: 4 
la hija que: 4 
de la hija: 4 
de los santos: 4 
médicos invisibles y: 4 
en que Meme: 4 
que fue a: 4 
hijo José Arcadio: 4 
el exterminio de: 4 
de baile y: 4 
que en una: 4 
medida que se: 4 
y tuvo que: 4 
Mauricio Babilonia se: 4 
con Mauricio Babilonia: 4 
curso de la: 4 
de Mauricio Babilonia: 4 
No vio las: 4 
Arcadio Segundo estaba: 4 
José Arcadio que: 4 
de no haber: 4 
de tres mil: 4 
había visto al: 4 
de las primeras: 4 
en el vagón: 4 
que estaban en: 4 
los pergaminos de: 4 
pergaminos de Melquíades: 4 
que la compañía: 4 
los primeros meses: 4 
de los médicos: 4 
con sus baúles: 4 
el corredor y: 4 
que una noche: 4 
para darse cuenta: 4 
tren de doscientos: 4 
los zapatos de: 4 
y esto para: 4 
Amaranta Úrsula en: 4 
cuando Amaranta Úrsula: 4 
era lo único: 4 
Amaranta Úrsula no: 4 
de las muchachitas: 4 
las muchachitas que: 4 
muchachitas que se: 4 
que se acostaban: 4 
se acostaban por: 4 
en el tiempo: 4 
años después frente: 3 
había de recordar: 3 
su padre lo: 3 
padre lo llevó: 3 
llevó a conocer: 3 
conocer el hielo.: 3 
de barro y: 3 
a la orilla: 3 
la orilla de: 3 
lo que él: 3 
más allá del: 3 
que era posible: 3 
el oro de: 3 
no creía en: 3 
los dos lingotes: 3 
I guaran su: 3 
su mujer que: 3 
todas sus partes: 3 
descubrimiento de los: 3 
la entrada de: 3 
cualquier lugar de: 3 
Un mediodía ardiente: 3 
por el fracaso: 3 
el fracaso de: 3 
concibió la idea: 3 
un cofre de: 3 
de monedas de: 3 
toda una vida: 3 
de una buena: 3 
cuidado de un: 3 
era en aquel: 3 
el fin de: 3 
su puño y: 3 
fondo de la: 3 
sin hacer caso: 3 
hacer caso de: 3 
Úrsula y los: 3 
sin ningún anuncio: 3 
hora del almuerzo: 3 
de un golpe: 3 
su padre se: 3 
de su imaginación: 3 
. Pero no: 3 
contra el suelo.: 3 
los hombres del: 3 
las cosas en: 3 
cosas en su: 3 
en la práctica: 3 
en realidad el: 3 
a la peste: 3 
el otro lado: 3 
tuvo la certidumbre: 3 
Los niños se: 3 
más de cinco: 3 
entró al cuarto: 3 
en que Melquíades: 3 
los niños a: 3 
para siempre en: 3 
una serie de: 3 
de su marido.: 3 
un caldero de: 3 
y vuelta a: 3 
volvieron los gitanos: 3 
más que el: 3 
de instrumentos músicos: 3 
volvió a ser: 3 
de su juventud: 3 
el propio José: 3 
propio José Arcadio: 3 
de mal humor: 3 
volvió a comer: 3 
Buendía era una: 3 
la crianza de: 3 
desde el primer: 3 
los gallos de: 3 
con la de: 3 
en ningún momento: 3 
el amanecer hasta: 3 
muy entrada la: 3 
por ellos mismos: 3 
era el hombre: 3 
el hombre más: 3 
había dispuesto de: 3 
En poco tiempo: 3 
de la aldea.: 3 
la tribu de: 3 
en el sopor: 3 
el sopor de: 3 
la fiebre de: 3 
la antigua ciudad: 3 
le había contado: 3 
no tener que: 3 
De acuerdo con: 3 
el lugar en: 3 
la necesidad de: 3 
durante más de: 3 
el sol. El: 3 
de la región: 3 
de heléchos y: 3 
del tiempo y: 3 
no había nada: 3 
la proximidad del: 3 
medio de un: 3 
de que aquella: 3 
preguntó cómo había: 3 
días de viaje: 3 
que no merecía: 3 
varios meses en: 3 
con una atención: 3 
mañana en que: 3 
que lo encontró: 3 
con una cierta: 3 
Úrsula no se: 3 
no creyó que: 3 
de un mundo: 3 
en la tierra: 3 
fue insensible a: 3 
las palabras de: 3 
a los dos: 3 
se le humedecieron: 3 
las cosas de: 3 
era evidente que: 3 
travesía de la: 3 
ser humano que: 3 
el vientre de: 3 
los ojos abiertos.: 3 
la cabeza de: 3 
de la lluvia.: 3 
Úrsula no volvió: 3 
de tres años: 3 
una olla de: 3 
interpretó como un: 3 
sus hijos en: 3 
años más tarde: 3 
orden de fuego: 3 
de marzo en: 3 
mano en el: 3 
un pánico de: 3 
de oro al: 3 
los malos recuerdos: 3 
perder el tiempo: 3 
en el tumulto: 3 
convertirse en un: 3 
un charco de: 3 
hasta que el: 3 
que el grupo: 3 
en los médanos: 3 
los médanos de: 3 
que según decían: 3 
de la carpa: 3 
un anillo de: 3 
en las cuales: 3 
Arcadio Buendía sin: 3 
pequeño José Arcadio: 3 
su padre no: 3 
de sus empresas: 3 
el toque de: 3 
el estampido de: 3 
y se sentó: 3 
convertida en una: 3 
toda la vida.: 3 
el modo de: 3 
que su cuerpo: 3 
buscando la manera: 3 
se casó con: 3 
las locuras de: 3 
de la provincia.: 3 
la vida con: 3 
con una sola: 3 
Así que se: 3 
la madre de: 3 
Durante el día: 3 
rumor de que: 3 
un año después: 3 
que la situación: 3 
a Prudencio Aguilar.: 3 
Buendía para que: 3 
dijo . Pero: 3 
pasaba por el: 3 
el llanto de: 3 
un duelo de: 3 
lo que había: 3 
le hizo caso.: 3 
Lo que pasa: 3 
peso de la: 3 
no pudo dormir: 3 
de la sierra.: 3 
sus ropas de: 3 
sentido contrario al: 3 
después de casi: 3 
y a los: 3 
a morirse de: 3 
en el sueño: 3 
a partir de: 3 
entusiasmado con la: 3 
cuerpo y alma: 3 
un confuso sentimiento: 3 
confuso sentimiento de: 3 
la vida que: 3 
la casa una: 3 
le habló de: 3 
José Arcadio la: 3 
que ella tenía: 3 
con ella en: 3 
su madre que: 3 
sentado en la: 3 
la imagen que: 3 
el café y: 3 
abandonó la casa: 3 
con una ansiedad: 3 
la mujer lo: 3 
con su madre: 3 
entrar en el: 3 
estuvo de acuerdo: 3 
su padre en: 3 
su corazón y: 3 
el instante en: 3 
dijo con una: 3 
empujó la puerta: 3 
por el olor: 3 
mismo tiempo tan: 3 
con todos los: 3 
se sorprendió porque: 3 
en la que: 3 
de ella y: 3 
en realidad se: 3 
el fin del: 3 
las noches a: 3 
cabo de una: 3 
le abrió la: 3 
la noche anterior.: 3 
tenía que hacer: 3 
espantaba a las: 3 
a las palomas: 3 
y le había: 3 
casa con la: 3 
de que habían: 3 
para celebrar el: 3 
frente a su: 3 
lo que quiso: 3 
tal estado de: 3 
. Un día: 3 
día de estos: 3 
el mundo y: 3 
en la oreja: 3 
la cama solitaria: 3 
una decisión tan: 3 
del dormitorio de: 3 
lo obligó a: 3 
que no eran: 3 
de oro para: 3 
que el amor: 3 
su casa en: 3 
la búsqueda de: 3 
niños de la: 3 
Arcadio Buendía ni: 3 
el apetito y: 3 
origen en la: 3 
el tumulto de: 3 
se fijó en: 3 
algo que no: 3 
cabeza y lo: 3 
lo que no: 3 
Arcadio y la: 3 
la cama sin: 3 
muy cerca de: 3 
de los otros: 3 
de la muchacha: 3 
La noche del: 3 
a Úrsula que: 3 
la noche anterior: 3 
había visto a: 3 
conciencia de estar: 3 
la falta de: 3 
a las ocho: 3 
la pequeña Amaranta: 3 
grupo de hombres: 3 
puso a Amaranta: 3 
vencer por la: 3 
la llevaba a: 3 
los oficios de: 3 
de algún modo: 3 
de la fuga: 3 
volvió a la: 3 
vez en el: 3 
vez más a: 3 
más a la: 3 
desde hacía varios: 3 
mesa de trabajo: 3 
la canastilla de: 3 
se apresuró a: 3 
la pata de: 3 
Fue en esa: 3 
cuando Aureliano le: 3 
le oyó decir:: 3 
García Márquez del: 3 
Pero ella no: 3 
Le dio un: 3 
dio un beso: 3 
de una hora: 3 
una hora y: 3 
a la puerta.: 3 
mucho tiempo para: 3 
hombres y mujeres: 3 
cosas de comer: 3 
carretas de bueyes: 3 
los meses y: 3 
a los gitanos: 3 
que su marido: 3 
de que un: 3 
de su sangre: 3 
condición de que: 3 
nombre de José: 3 
el pueblo y: 3 
de animalitos de: 3 
animalitos de caramelo.: 3 
de otro tiempo: 3 
en las orejas: 3 
no tuvo un: 3 
los primeros tiempos: 3 
con ellos. Pero: 3 
de Melquíades que: 3 
el momento de: 3 
del cual sólo: 3 
que los árabes: 3 
el pueblo se: 3 
la culminación de: 3 
Arcadio Buendía quien: 3 
Macondo fue un: 3 
de madera y: 3 
techos de cinc: 3 
de platería que: 3 
que apenas si: 3 
decía Úrsula a: 3 
su marido .: 3 
les había pedido: 3 
huesos de sus: 3 
Arcadio Buendía estaba: 3 
por alguien que: 3 
a pesar del: 3 
tiempo y la: 3 
que se sentía: 3 
a nadie que: 3 
menos en la: 3 
Llevaba un traje: 3 
en las piernas: 3 
creer que era: 3 
en su lengua: 3 
de agua y: 3 
espera de que: 3 
mucho tiempo antes: 3 
que Rebeca se: 3 
en el rincón: 3 
la música de: 3 
en algún lugar: 3 
las paredes con: 3 
en el estómago: 3 
y apenas si: 3 
que se podían: 3 
el valse de: 3 
ella misma había: 3 
que terminó por: 3 
a dormir en: 3 
y entonces vio: 3 
vio a Rebeca: 3 
Rebeca en el: 3 
chupándose el dedo: 3 
hasta el último: 3 
la enfermedad del: 3 
la imposibilidad de: 3 
nombre y la: 3 
que se trataba: 3 
se trataba de: 3 
trataba de una: 3 
de la mala: 3 
más de cincuenta: 3 
como si la: 3 
en su mecedor: 3 
un rincón de: 3 
un botón de: 3 
una mujer de: 3 
los padres de: 3 
Al contrario se: 3 
que tenía el: 3 
capón y cuando: 3 
que no les: 3 
no les había: 3 
y cuando se: 3 
que se fueran: 3 
otras poblaciones de: 3 
la ciénaga. Fue: 3 
la entrada del: 3 
y todas las: 3 
todas las cosas: 3 
de la memoria.: 3 
había aprendido a: 3 
casi todas las: 3 
lo puso en: 3 
los animales y: 3 
las cosas por: 3 
en un mundo: 3 
donde el padre: 3 
de los gitanos.: 3 
en la posibilidad: 3 
directamente a la: 3 
y pensó que: 3 
las cosas era: 3 
la muerte. Entonces: 3 
en la muerte: 3 
pudo soportar la: 3 
se vio a: 3 
vio a sí: 3 
sí mismo y: 3 
y una expresión: 3 
una expresión de: 3 
la cabeza como: 3 
la cara y: 3 
a cada uno: 3 
apenas si se: 3 
En realidad no: 3 
esperanza de que: 3 
durante la peste: 3 
qué había pasado: 3 
en el mundo.: 3 
en un mecedor: 3 
los hombres y: 3 
la media noche: 3 
con la mano.: 3 
el cuarto sin: 3 
atormentado por el: 3 
muy lejos de: 3 
el valor de: 3 
el deseo de: 3 
de casarse con: 3 
de la abuela: 3 
a las diez: 3 
la mañana cuando: 3 
cuando llegó a: 3 
hasta muy tarde: 3 
que tenía derecho: 3 
tenía derecho a: 3 
que una tarde: 3 
hacia el patio: 3 
Rebeca y Amaranta.: 3 
años y la: 3 
ojos grandes y: 3 
de pronto que: 3 
para las visitas: 3 
macetas de heléchos: 3 
el patio a: 3 
a los cuatro: 3 
del calor y: 3 
sin el menor: 3 
la Divina Providencia: 3 
lo que decía: 3 
en el Hotel: 3 
el Hotel de: 3 
la república que: 3 
la puerta el: 3 
hamaca que había: 3 
y se lo: 3 
de don Apolinar: 3 
se dolió de: 3 
a la altura: 3 
Una semana después: 3 
no era cosa: 3 
y tenía la: 3 
y a sus: 3 
los soldados se: 3 
casa a la: 3 
y el servicio: 3 
y el júbilo: 3 
el júbilo de: 3 
la cristalería de: 3 
se había visto: 3 
en su taller: 3 
el primer rollo: 3 
de Melquíades con: 3 
Úrsula que no: 3 
la familia de: 3 
Pilar Ternera que: 3 
desde antes de: 3 
sus hijos y: 3 
la infancia y: 3 
se reducía a: 3 
de la imagen: 3 
la imagen de: 3 
por el otro: 3 
la fecha y: 3 
la fragancia de: 3 
que Amaranta y: 3 
y la música: 3 
La víspera de: 3 
con una mujer: 3 
que el joven: 3 
fue a su: 3 
se prolongó por: 3 
varios días y: 3 
de madera con: 3 
encerrarse en el: 3 
el baño y: 3 
de dormir con: 3 
las tardes de: 3 
grupo de amigas: 3 
en el jardín.: 3 
y poco a: 3 
a poco fue: 3 
puñados de tierra: 3 
en los bolsillos: 3 
la casa. Amaranta: 3 
una lección de: 3 
de dos horas: 3 
un descuido de: 3 
nombre de la: 3 
la pequeña Remedios: 3 
la ocasión de: 3 
el pueblo con: 3 
sus amigos más: 3 
fue como una: 3 
pescadito de oro: 3 
vio a la: 3 
que Aureliano no: 3 
porque se lo: 3 
a su padre.: 3 
muchas veces en: 3 
la oficina de: 3 
de la pianola.: 3 
casa se llenó: 3 
Remedios en el: 3 
